10	89	90	90	90	90	90	90	92	90	89	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90
90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90
90	90	90	90	90	91	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	91	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90
90	90	90	92	89	90	90	90	91	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	89	92	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90
90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	91	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90
90	90	90	90	90	90	90	89	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90	90	90	90	90	90	90	90	91
90	90	90	90	90	90	90	90	90	90	90	89	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	89	90	90	90	90	89	90	90	90	90	90	92	90	90	92	90	90	90	90	90	90	90	90	90	90	90	90
90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	91	92	90	90	89	89	90	90	90	89	90	90	90	90	90	90	89	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90
90	89	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	89	90	89	90	90	90	89	90	90	90	90	89	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90	90	92	90	90	90	90	90	90	90	89
90	90	90	90	90	90	90	90	89	90	89	90	90	90	90	90	90	90	90	90	90	89	90	90	90	91	90	89	90	90	90	90	90	92	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	89
90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	89	89	90	90	90	90	90	90	91	90	90	89	90	91	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90
90	89	90	90	89	90	90	90	90	90	90	90	90	91	89	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	89	90	90	89	89	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	89	89
90	90	90	90	90	90	90	89	89	90	90	89	90	89	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	89	90	90	91	89	91	90	90	90	90	90	90
90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	89	90	90	90	90	89	90	90	90	90	90	90	90	89	91	90	90	90	90	90	90	90	90	91	90	90	90	89	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90
90	89	90	90	89	89	90	90	90	90	90	89	89	90	90	90	90	90	90	92	89	90	89	90	90	90	90	89	90	90	90	90	90	90	89	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	91	91	90	89	90	90
90	89	90	90	90	90	90	90	90	90	90	89	89	89	90	90	89	89	89	90	89	90	90	89	89	89	90	90	90	90	90	89	90	89	90	90	89	90	90	90	89	90	89	90	89	90	90	90	90	92	90	90	90	89	89	90	90	90	90	89	90	90	90	90
92	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	89	89	90	90	90	89	90	90	90	90	90	90	90	90	89	90	90	90	89	89	89	90	90	90	89	90	89	89	90	90	91	90	90	89	90	90	90	89	91	89	90	90	90	90	90
89	89	90	90	89	89	89	90	89	89	89	90	89	89	89	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	89	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	91	90	90	91	91	90	90	90
90	89	90	91	90	90	90	90	90	90	89	90	90	90	90	90	90	90	91	90	90	90	90	90	89	90	90	90	90	90	90	89	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90	89
90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	91	89	90	89	90	90	90	90	90	92	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90	90	90	90	91	90	90
90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	92	90	91	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90	90	90
89	90	91	90	90	90	90	90	90	90	91	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90	90	90	92	90	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90	90	90	90	90	90	90
90	90	90	90	90	90	90	90	89	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90	90	90	90	90	90	90	90	90	90	91	90	90
90	90	90	89	90	90	89	90	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	89	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	91	90	90	90	90
90	90	90	90	90	90	90	89	90	90	90	90	90	90	89	90	89	90	89	90	90	90	90	89	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	92	89	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90
90	89	90	89	90	90	89	90	90	90	90	90	89	89	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	90	90	90	90	90	93	90	90	90	90	90	89	89	90	90	90	90	90	90	90	90	90	90	89	90	90	90	90	90	90	90	90	92	90	90
